,證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
465,9905,大華            ,0,"3,000","-3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-3,000"
466,9902,台火            ,"6,000","9,000","-3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-3,000"
467,2250,IKKA-KY         ,0,"3,000","-3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-3,000"
468,3550,聯穎            ,"1,000","3,000","-2,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-3,000"
469,9925,新保            ,"14,000","18,000","-4,000",0,0,0,0,0,0,120,120,0,120,"2,000","2,000",0,"-3,880"
470,8072,陞泰            ,"23,000","27,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,000"
471,6666,羅麗芬-KY       ,"6,000","12,000","-6,000",0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"-4,000"
472,4737,華廣            ,0,"4,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,000"
473,1531,高林股          ,0,"4,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,000"
474,911868,同方友友-DR     ,0,"4,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,000"
475,3266,昇陽            ,0,"4,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,000"
476,1597,直得            ,"3,000","7,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,000"
477,01002T,土銀國泰R1      ,0,"6,000","-6,000",0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"-4,000"
478,2901,欣欣            ,"30,000","34,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,000"
479,1526,日馳            ,"9,000","13,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,000"
480,1456,怡華            ,0,"4,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,000"
481,3031,佰鴻            ,"9,000","14,000","-5,000",0,0,0,0,0,0,971,"1,000",29,971,0,0,0,"-4,029"
482,6504,南六            ,"1,000","6,000","-5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-5,000"
483,9110,越南控-DR       ,0,"5,000","-5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-5,000"
484,1338,廣華-KY         ,"2,000","7,000","-5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-5,000"
485,3346,麗清            ,"186,000","191,000","-5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-5,000"
486,2459,敦吉            ,"1,000","6,000","-5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-5,000"
487,2429,銘旺科          ,0,"5,000","-5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-5,000"
488,3130,一零四          ,0,"2,131","-2,131",0,0,0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"-5,131"
489,2115,六暉-KY         ,"19,032","25,000","-5,968",0,0,0,0,0,0,0,0,0,0,0,0,0,"-5,968"
490,1324,地球            ,0,"5,000","-5,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-6,000"
491,2613,中櫃            ,"16,000","21,000","-5,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-6,000"
492,6861,睿生光電        ,0,"5,000","-5,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-6,000"
493,6449,鈺邦            ,0,"6,000","-6,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-6,000"
494,5533,皇鼎            ,"31,000","37,000","-6,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-6,000"
495,5007,三星            ,"1,000","7,000","-6,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-6,000"
496,5306,桂盟            ,"7,000","13,000","-6,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-6,000"
497,9941,裕融            ,"108,000","115,000","-7,000",0,0,0,0,0,0,437,"8,000","8,000",0,"1,000",563,437,"-6,563"
498,8463,潤泰材          ,"81,000","88,000","-7,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-7,000"
499,8374,羅昇            ,"2,000","9,000","-7,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-7,000"
500,6790,永豐實          ,"43,000","52,000","-9,000",0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"-7,000"
501,6525,捷敏-KY         ,"25,000","1,000","24,000",0,0,0,0,"31,000","-31,000",0,0,0,0,0,0,0,"-7,000"
502,1806,冠軍            ,"4,000","13,000","-9,000",0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"-7,000"
503,6166,凌華            ,"11,000","19,000","-8,000",0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","-7,000"
504,1537,廣隆            ,"4,000","12,000","-8,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-7,000"
505,1725,元禎            ,"6,000","15,000","-9,000",0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"-7,000"
506,00703,台新MSCI中國    ,0,0,0,0,0,0,0,0,0,"-7,901",0,0,0,"63,007","70,908","-7,901","-7,901"
507,1232,大統益          ,"1,000","9,000","-8,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-8,000"
508,1414,東和            ,"1,000","7,000","-6,000",0,0,0,0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"-8,000"
509,4989,榮科            ,"4,000","12,000","-8,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-8,000"
510,1615,大山            ,"8,000","15,000","-7,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-8,000"
511,1109,信大            ,"5,000","14,000","-9,000",0,0,0,0,0,0,"1,000","2,000","1,000","1,000",0,0,0,"-8,000"
512,1903,士紙            ,"22,000","30,000","-8,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-8,000"
513,2364,倫飛            ,"32,000","39,000","-7,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-8,000"
514,8442,威宏-KY         ,"8,000","19,000","-11,000",0,0,0,0,0,0,"2,129","2,129",0,"2,129",0,0,0,"-8,871"
515,8499,鼎炫-KY         ,"1,000","10,000","-9,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-9,000"
516,6585,鼎基            ,"2,000","11,000","-9,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-9,000"
517,6216,居易            ,"9,000","18,000","-9,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-9,000"
518,00736,國泰新興市場    ,0,0,0,0,0,0,0,0,0,"-9,000",0,0,0,"100,000","109,000","-9,000","-9,000"
519,2033,佳大            ,0,"17,000","-17,000",0,0,0,0,0,0,"8,000","8,000",0,"8,000",0,0,0,"-9,000"
520,1233,天仁            ,0,"9,000","-9,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-9,000"
521,1464,得力            ,"11,000","20,000","-9,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-9,000"
522,4532,瑞智            ,"15,000","25,000","-10,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-9,000"
523,4942,嘉彰            ,"7,002","16,000","-8,998",0,0,0,0,0,0,-4,0,4,-4,0,0,0,"-9,002"
524,6192,巨路            ,"8,883","19,000","-10,117",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-9,117"
525,6715,嘉基            ,"28,000","40,000","-12,000",0,0,0,0,0,0,"2,880","3,000",0,"3,000",0,120,-120,"-9,120"
526,00678,群益NBI生技     ,0,0,0,0,0,0,0,0,0,"-10,000",0,0,0,"440,000","450,000","-10,000","-10,000"
527,4952,凌通            ,"26,000","36,000","-10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-10,000"
528,2616,山隆            ,"4,000","14,000","-10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-10,000"
529,1236,宏亞            ,"5,000","5,000",0,0,0,0,0,0,0,"-10,000",0,"10,000","-10,000",0,0,0,"-10,000"
530,1410,南染            ,0,"10,000","-10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-10,000"
531,4540,全球傳動        ,"3,000","13,000","-10,000",0,0,0,0,0,0,0,"2,000","2,000",0,0,0,0,"-10,000"
532,6582,申豐            ,"6,000","16,000","-10,000",0,0,0,0,0,0,-70,0,70,-70,0,0,0,"-10,070"
533,9940,信義            ,"13,000","26,000","-13,000",0,0,0,0,0,0,"2,247","2,247",0,"2,247",0,0,0,"-10,753"
534,4956,光鋐            ,"15,000","27,000","-12,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-11,000"
535,4720,德淵            ,"2,000","13,000","-11,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-11,000"
536,1453,大將            ,"35,000","43,000","-8,000",0,0,0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"-11,000"
537,2881A,富邦特          ,"6,000","1,000","5,000",0,0,0,0,0,0,"-16,000",0,"16,000","-16,000",0,0,0,"-11,000"
538,2527,宏璟            ,"1,000","12,000","-11,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-11,000"
539,3686,達能            ,0,"12,000","-12,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-11,000"
540,6799,來頡            ,"125,050","152,000","-26,950",0,0,0,"55,000",0,"55,000","-40,000","13,000","53,000","-40,000",0,0,0,"-11,950"
541,4935,茂林-KY         ,"21,000","34,000","-13,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-12,000"
542,1413,宏洲            ,0,"12,000","-12,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-12,000"
543,020037,元大金融高股息N ,0,0,0,0,0,0,0,0,0,"-12,000",0,0,0,"1,000","13,000","-12,000","-12,000"
544,2462,良得電          ,"81,000","93,000","-12,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-12,000"
545,2069,運錩            ,"19,000","22,000","-3,000",0,0,0,0,0,0,"-9,000",0,"9,000","-9,000",0,0,0,"-12,000"
546,2013,中鋼構          ,"4,000","16,000","-12,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-12,000"
547,1776,展宇            ,"13,000","30,000","-17,000",0,0,0,0,0,0,"4,000","4,000",0,"4,000",0,0,0,"-13,000"
548,2228,劍麟            ,"6,000","19,000","-13,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,000"
549,1466,聚隆            ,0,"12,000","-12,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-13,000"
550,6581,鋼聯            ,"4,000","17,000","-13,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,000"
551,4583,台灣精銳        ,"3,000","17,000","-14,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-13,000"
552,9924,福興            ,0,"17,000","-17,000",0,0,0,0,"1,000","-1,000","4,982","4,000",0,"4,000","7,000","6,018",982,"-13,018"
553,8213,志超            ,"101,000","114,000","-13,000",0,0,0,0,0,0,-650,"1,000","1,650",-650,0,0,0,"-13,650"
554,00865B,國泰US短期公債  ,0,"2,000","-2,000",0,0,0,0,0,0,"-11,700",0,0,0,"100,300","112,000","-11,700","-13,700"
555,00693U,期街口S&P黃豆   ,0,"2,000","-2,000",0,0,0,0,0,0,"-12,000",0,0,0,"8,000","20,000","-12,000","-14,000"
556,9944,新麗            ,"11,000","27,000","-16,000",0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"-14,000"
557,912000,晨訊科-DR       ,0,"14,000","-14,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-14,000"
558,9914,美利達          ,"683,000","726,000","-43,000",0,0,0,"5,000",0,"5,000","24,000","31,000","7,000","24,000",0,0,0,"-14,000"
559,5525,順天            ,"7,000","22,000","-15,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-14,000"
560,2642,宅配通          ,"3,000","17,000","-14,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-14,000"
561,3504,揚明光          ,"74,000","62,000","12,000",0,0,0,0,0,0,"-26,000",0,0,0,0,"26,000","-26,000","-14,000"
562,3588,通嘉            ,"30,000","44,000","-14,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-14,000"
563,3296,勝德            ,"47,000","61,000","-14,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-14,000"
564,3164,景岳            ,"1,000","16,000","-15,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-14,000"
565,3033,威健            ,"188,000","186,000","2,000",0,0,0,0,"1,000","-1,000","-15,016",0,"10,016","-10,016",0,"5,000","-5,000","-14,016"
566,2380,虹光            ,"16,000","31,000","-15,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-15,000"
567,00711B,復華彭博新興債  ,0,0,0,0,0,0,0,0,0,"-15,000",0,0,0,"103,000","118,000","-15,000","-15,000"
568,3557,嘉威            ,"11,000","28,000","-17,000",0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"-15,000"
569,2227,裕日車          ,"7,000","21,000","-14,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-15,000"
570,1535,中宇            ,"1,021","22,000","-20,979",0,0,0,0,0,0,"5,802","6,000",0,"6,000",0,198,-198,"-15,177"
571,2474,可成            ,"849,000","1,130,100","-281,100",0,0,0,"302,000","2,000","300,000","-34,410","30,000","2,000","28,000","2,860","65,270","-62,410","-15,510"
572,1459,聯發            ,"5,000","21,000","-16,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-16,000"
573,2887E,台新戊特        ,0,"2,000","-2,000",0,0,0,0,0,0,"-14,000",0,"14,000","-14,000",0,0,0,"-16,000"
574,00763U,期街口道瓊銅    ,0,0,0,0,0,0,0,0,0,"-16,000",0,0,0,"159,000","175,000","-16,000","-16,000"
575,6426,統新            ,"4,000","20,000","-16,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-16,000"
576,3055,蔚華科          ,"3,000","24,000","-21,000",0,0,0,0,0,0,"4,219","5,219","1,000","4,219",0,0,0,"-16,781"
577,3026,禾伸堂          ,"21,000","40,000","-19,000",0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","-17,000"
578,3535,晶彩科          ,"16,000","32,000","-16,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-17,000"
579,3528,安馳            ,0,"17,000","-17,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-17,000"
580,1614,三洋電          ,0,"13,000","-13,000",0,0,0,0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"-17,000"
581,1582,信錦            ,0,"17,000","-17,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-17,000"
582,6206,飛捷            ,"16,000","32,000","-16,000",0,0,0,0,"1,000","-1,000",-65,0,0,0,"36,000","36,065",-65,"-17,065"
583,5434,崇越            ,"26,000","92,000","-66,000",0,0,0,"43,000",0,"43,000","5,000","4,000",0,"4,000","1,000",0,"1,000","-18,000"
584,1225,福懋油          ,"1,000","19,000","-18,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-18,000"
585,3062,建漢            ,"212,000","228,000","-16,000",0,0,0,0,0,0,"-2,000",0,0,0,0,"2,000","-2,000","-18,000"
586,4755,三福化          ,"28,000","47,000","-19,000",0,0,0,0,0,0,758,"1,000",0,"1,000",0,242,-242,"-18,242"
587,2438,翔耀            ,0,"17,000","-17,000",0,0,0,0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"-19,000"
588,4581,光隆精密-KY     ,"7,000","31,000","-24,000",0,0,0,0,0,0,"4,000","4,000",0,"4,000",0,0,0,"-20,000"
589,6283,淳安            ,"18,000","38,000","-20,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-20,000"
590,6796,晉弘            ,"1,000","21,000","-20,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-20,000"
591,3308,聯德            ,"60,000","83,000","-23,000",0,0,0,0,0,0,"3,000","3,000",0,"3,000",0,0,0,"-20,000"
592,4545,銘鈺            ,"1,000","21,000","-20,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-20,000"
593,2478,大毅            ,"9,000","33,000","-24,000",0,0,0,0,0,0,"4,000","4,000",0,"4,000",0,0,0,"-20,000"
594,1454,台富            ,0,"20,000","-20,000",0,0,0,0,0,0,0,"1,000","1,000",0,0,0,0,"-20,000"
595,2029,盛餘            ,"9,000","28,000","-19,000",0,0,0,0,"2,000","-2,000",882,"1,000",118,882,0,0,0,"-20,118"
596,5288,豐祥-KY         ,"2,000","14,000","-12,000",0,0,0,0,"10,000","-10,000","1,162","1,162",0,"1,162",0,0,0,"-20,838"
597,00643,群益深証中小    ,"19,000","35,000","-16,000",0,0,0,0,0,0,"-4,864","2,000",0,"2,000","455,000","461,864","-6,864","-20,864"
598,020036,元大金融配息N   ,0,0,0,0,0,0,0,0,0,"-21,000",0,0,0,"4,000","25,000","-21,000","-21,000"
599,2233,宇隆            ,"12,000","33,000","-21,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-21,000"
600,6743,安普新          ,"15,000","33,000","-18,000",0,0,0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"-21,000"
601,9935,慶豐富          ,0,"21,000","-21,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-21,000"
602,1737,臺鹽            ,0,"21,000","-21,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-21,000"
603,8462,柏文            ,"2,423","26,000","-23,577",0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"-21,577"
604,2540,愛山林          ,"24,000","45,000","-21,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-22,000"
605,1474,弘裕            ,"12,000","32,000","-20,000",0,0,0,0,0,0,"-2,098","4,000","6,098","-2,098",0,0,0,"-22,098"
606,9103,美德醫療-DR     ,"7,000","30,000","-23,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-23,000"
607,9927,泰銘            ,"6,000","28,000","-22,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-23,000"
608,6668,中揚光          ,"6,000","29,000","-23,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-23,000"
609,1451,年興            ,"4,000","28,000","-24,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-24,000"
610,2102,泰豐            ,"61,000","85,000","-24,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-24,000"
611,4557,永新-KY         ,"1,000","25,000","-24,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-24,000"
612,6230,尼得科超眾      ,"101,000","124,000","-23,000",0,0,0,0,0,0,"-1,202",196,398,-202,0,"1,000","-1,000","-24,202"
613,6024,群益期          ,"10,000","34,000","-24,000",0,0,0,0,"1,000","-1,000",0,0,0,0,0,0,0,"-25,000"
614,2417,圓剛            ,"24,000","49,000","-25,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-25,000"
615,2211,長榮鋼          ,"22,000","45,000","-23,000",0,0,0,0,0,0,"-2,000",0,0,0,0,"2,000","-2,000","-25,000"
616,2439,美律            ,"66,703","86,003","-19,300",0,0,0,0,397,-397,"-5,453","2,000","6,453","-4,453",0,"1,000","-1,000","-25,150"
617,1906,寶隆            ,"2,000","28,000","-26,000",0,0,0,0,0,0,761,"1,000",239,761,0,0,0,"-25,239"
618,1220,台榮            ,"4,000","30,000","-26,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-26,000"
619,1713,國化            ,0,"26,000","-26,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-26,000"
620,4148,全宇生技-KY     ,"20,000","45,000","-25,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-26,000"
621,6414,樺漢            ,"321,006","326,000","-4,994",0,0,0,0,"1,000","-1,000","-21,000","3,000",0,"3,000","1,000","25,000","-24,000","-26,994"
622,8367,建新國際        ,"1,000","23,000","-22,000",0,0,0,0,0,0,"-5,000","1,000","6,000","-5,000",0,0,0,"-27,000"
623,3518,柏騰            ,"104,000","129,000","-25,000",0,0,0,0,"2,000","-2,000",0,0,0,0,0,0,0,"-27,000"
624,1527,鑽全            ,"1,000","28,000","-27,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-27,000"
625,2239,英利-KY         ,"9,000","37,000","-28,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-28,000"
626,2506,太設            ,"4,000","32,000","-28,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-28,000"
627,2882B,國泰金乙特      ,0,0,0,0,0,0,0,0,0,"-28,000","3,000","31,000","-28,000",0,0,0,"-28,000"
628,910322,康師傅-DR       ,0,"28,000","-28,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-28,000"
629,2597,潤弘            ,"5,000","34,000","-29,000",0,0,0,0,0,0,55,"1,000",945,55,0,0,0,"-28,945"
630,2849,安泰銀          ,"19,000","48,000","-29,000",0,0,0,0,0,0,0,0,0,0,"23,000","23,000",0,"-29,000"
631,2340,台亞            ,"116,000","165,000","-49,000",0,0,0,0,0,0,"20,000","26,000","6,000","20,000",0,0,0,"-29,000"
632,1339,昭輝            ,"8,000","37,000","-29,000",0,0,0,0,0,0,-21,0,21,-21,0,0,0,"-29,021"
633,1442,名軒            ,"352,000","375,000","-23,000",0,0,0,0,0,0,"-6,660","1,000","7,660","-6,660",0,0,0,"-29,660"
634,00702,國泰標普低波高息,0,"122,000","-122,000",0,0,0,0,0,0,"92,000",0,0,0,"197,000","105,000","92,000","-30,000"
635,6165,浪凡            ,"39,000","70,000","-31,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-30,000"
636,1101B,台泥乙特        ,0,0,0,0,0,0,0,0,0,"-30,000","4,000","34,000","-30,000",0,0,0,"-30,000"
637,00639,富邦深100       ,"27,000","38,000","-11,000",0,0,0,0,0,0,"-19,170",0,0,0,"936,008","955,178","-19,170","-30,170"
638,6806,森崴能源        ,"568,700","542,300","26,400",0,0,0,0,"50,000","-50,000","-7,045","12,000","19,045","-7,045",0,0,0,"-30,645"
639,6442,光聖            ,"1,000","32,000","-31,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-31,000"
640,8110,華東            ,"129,000","160,000","-31,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-31,000"
641,2358,廷鑫            ,"35,000","71,000","-36,000",0,0,0,0,0,0,"4,000","4,000",0,"4,000",0,0,0,"-32,000"
642,1808,潤隆            ,"22,000","54,000","-32,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-32,000"
643,006207,復華滬深        ,0,0,0,0,0,0,0,0,0,"-32,390",0,0,0,"70,000","102,390","-32,390","-32,390"
644,1516,川飛            ,0,"33,000","-33,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-33,000"
645,00762,元大全球AI      ,0,"14,000","-14,000",0,0,0,0,0,0,"-19,072",0,0,0,"93,928","113,000","-19,072","-33,072"
646,2038,海光            ,"8,000","41,000","-33,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-34,000"
647,6873,泓德能源-創     ,0,"24,000","-24,000",0,0,0,0,0,0,"-10,000",0,"10,000","-10,000",0,0,0,"-34,000"
648,3501,維熹            ,"14,000","49,000","-35,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-34,000"
649,4526,東台            ,"2,000","34,000","-32,000",0,0,0,0,0,0,"-2,454",0,"2,454","-2,454",0,0,0,"-34,454"
650,5285,界霖            ,"278,000","165,000","113,000",0,0,0,0,"147,000","-147,000",-477,0,0,0,0,477,-477,"-34,477"
651,2374,佳能            ,"19,000","55,000","-36,000",0,0,0,0,0,0,"1,075","3,000","1,925","1,075",0,0,0,"-34,925"
652,2032,新鋼            ,"7,000","42,000","-35,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-35,000"
653,2441,超豐            ,"97,000","126,000","-29,000",0,0,0,0,"4,000","-4,000","-2,702",0,702,-702,0,"2,000","-2,000","-35,702"
654,4440,宜新實業        ,0,"36,000","-36,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-36,000"
655,2243,宏旭-KY         ,"5,000","40,000","-35,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-36,000"
656,2010,春源            ,"82,000","107,000","-25,000",0,0,0,0,0,0,"-11,000","3,000","14,000","-11,000",0,0,0,"-36,000"
657,8081,致新            ,"110,000","142,100","-32,100",0,0,0,0,0,0,"-4,000",0,0,0,0,"4,000","-4,000","-36,100"
658,6541,泰福-KY         ,"3,000","40,000","-37,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-37,000"
659,4108,懷特            ,"30,000","63,000","-33,000",0,0,0,0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"-37,000"
660,4438,廣越            ,"4,000","40,000","-36,000",0,0,0,0,0,0,"-2,274",0,274,-274,0,"2,000","-2,000","-38,274"
661,2359,所羅門          ,"380,000","371,000","9,000",0,0,0,0,0,0,"-47,491",0,"47,491","-47,491",0,0,0,"-38,491"
662,00915,凱基優選高股息30,"39,000","39,000",0,0,0,0,0,0,0,"-38,999",0,0,0,"102,000","140,999","-38,999","-38,999"
663,6835,圓裕            ,"297,000","277,000","20,000",0,0,0,0,0,0,"-59,000","1,000","60,000","-59,000",0,0,0,"-39,000"
664,1723,中碳            ,"3,000","42,000","-39,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-39,000"
665,2305,全友            ,"73,000","113,000","-40,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-40,000"
666,2107,厚生            ,"2,000","42,000","-40,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-40,000"
667,2888B,新光金乙特      ,0,0,0,0,0,0,0,0,0,"-40,000",0,"40,000","-40,000",0,0,0,"-40,000"
668,1473,台南            ,"2,000","43,000","-41,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-41,000"
669,6155,鈞寶            ,"1,000","43,000","-42,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-42,000"
670,6706,惠特            ,"37,000","80,000","-43,000",0,0,0,0,0,0,800,"1,000",0,"1,000",0,200,-200,"-42,200"
671,2387,精元            ,"95,000","139,000","-44,000",0,0,0,0,"4,000","-4,000","3,000","3,000",0,"3,000",0,0,0,"-45,000"
672,2390,云辰            ,"27,000","72,000","-45,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-45,000"
673,1307,三芳            ,"40,000","89,000","-49,000",0,0,0,0,0,0,"3,000","3,000",0,"3,000",0,0,0,"-46,000"
674,2820,華票            ,"68,000","117,000","-49,000",0,0,0,0,0,0,"3,000","5,000","2,000","3,000",0,0,0,"-46,000"
675,6133,金橋            ,"168,000","215,000","-47,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-47,000"
676,3092,鴻碩            ,"13,000","60,000","-47,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-47,000"
677,00739,元大MSCI A股    ,"10,000","16,000","-6,000",0,0,0,0,0,0,"-41,789",0,0,0,"56,217","98,006","-41,789","-47,789"
678,2034,允強            ,"91,000","138,986","-47,986",0,0,0,0,0,0,0,0,0,0,0,0,0,"-47,986"
679,1506,正道            ,0,"47,000","-47,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-48,000"
