Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-02 00:00:00+08:00,6.847210410822737,6.879816299064916,6.78199863433838,6.781998634338379,5344000,0.0,0.0
2014-01-03 00:00:00+08:00,6.78199920907161,6.78199920907161,6.749393939971924,6.749393939971924,2060000,0.0,0.0
2014-01-06 00:00:00+08:00,6.749394184115927,6.814605346579809,6.716788291931152,6.716788291931152,3044000,0.0,0.0
2014-01-07 00:00:00+08:00,6.78199920907161,6.78199920907161,6.716788048966594,6.749393939971924,1819000,0.0,0.0
2014-01-08 00:00:00+08:00,6.749393939971924,6.81460510007694,6.716788048966594,6.749393939971924,3705000,0.0,0.0
2014-01-09 00:00:00+08:00,6.749393949152585,6.781999218296622,6.684182167053223,6.684182167053223,3495000,0.0,0.0
2014-01-10 00:00:00+08:00,6.749394184115927,6.781999454395034,6.684182399746378,6.716788291931152,2874000,0.0,0.0
2014-01-13 00:00:00+08:00,6.716788291931152,6.814605346579809,6.716788291931152,6.716788291931152,3699000,0.0,0.0
2014-01-14 00:00:00+08:00,6.684182167053223,6.749393949152585,6.684182167053223,6.684182167053223,1772000,0.0,0.0
2014-01-15 00:00:00+08:00,6.716788291931152,6.749394184115927,6.684182399746378,6.716788291931152,1900000,0.0,0.0
2014-01-16 00:00:00+08:00,6.716788058102904,6.781999218296622,6.684182167053223,6.684182167053223,2398000,0.0,0.0
2014-01-17 00:00:00+08:00,6.684182167053223,6.716788058102904,6.651576276003541,6.684182167053223,2899000,0.0,0.0
2014-01-20 00:00:00+08:00,6.684183369602566,6.716789266518364,6.651577472686768,6.651577472686768,2122000,0.0,0.0
2014-01-21 00:00:00+08:00,6.651576276003541,6.749393949152585,6.651576276003541,6.684182167053223,3993000,0.0,0.0
2014-01-22 00:00:00+08:00,6.716789266518364,6.716789266518364,6.651577472686768,6.651577472686768,2339000,0.0,0.0
2014-01-23 00:00:00+08:00,6.651577472686768,6.684183369602566,6.61897157577097,6.651577472686768,2464000,0.0,0.0
2014-01-24 00:00:00+08:00,6.651575902626933,6.651575902626933,6.58636474609375,6.58636474609375,1797000,0.0,0.0
2014-01-27 00:00:00+08:00,6.521153215593372,6.553759106052465,6.488547325134277,6.488547325134277,4161000,0.0,0.0
2014-02-05 00:00:00+08:00,6.403771800258317,6.48854686062068,6.3972511201578195,6.410293102264404,2887000,0.0,0.0
2014-02-06 00:00:00+08:00,6.449420442821158,6.514631598686241,6.423335856094005,6.462462425231934,2030000,0.0,0.0
2014-02-07 00:00:00+08:00,6.482026987232215,6.514632882543294,6.455942395364498,6.47550630569458,1747000,0.0,0.0
2014-02-10 00:00:00+08:00,6.48854764633108,6.521153538404234,6.482026343535316,6.501590251922607,1194000,0.0,0.0
2014-02-11 00:00:00+08:00,6.488547083928051,6.553758862422046,6.488547083928051,6.521152973175049,1894000,0.0,0.0
2014-02-12 00:00:00+08:00,6.553758460439913,6.586364347686992,6.475504704190268,6.514631271362305,2947000,0.0,0.0
2014-02-13 00:00:00+08:00,6.5863649884722735,6.5863649884722735,6.521153207633683,6.5537590980529785,2565000,0.0,0.0
2014-02-14 00:00:00+08:00,6.553758862422046,6.586364751669043,6.521152973175049,6.521152973175049,1807000,0.0,0.0
2014-02-17 00:00:00+08:00,6.553759498197402,6.586365390607473,6.495069016240409,6.508111000061035,1968000,0.0,0.0
2014-02-18 00:00:00+08:00,6.521153207633683,6.5863649884722735,6.501589922144359,6.5537590980529785,2102000,0.0,0.0
2014-02-19 00:00:00+08:00,6.58636474609375,6.58636474609375,6.521152967654956,6.58636474609375,3982000,0.0,0.0
2014-02-20 00:00:00+08:00,6.58636474609375,6.618970013407536,6.521152967654956,6.58636474609375,3869000,0.0,0.0
2014-02-21 00:00:00+08:00,6.5863649884722735,6.618970256985936,6.521153207633683,6.5537590980529785,2543000,0.0,0.0
2014-02-24 00:00:00+08:00,6.553758862422046,6.586364751669043,6.521152973175049,6.521152973175049,1982000,0.0,0.0
2014-02-25 00:00:00+08:00,6.521152973175049,6.586364751669043,6.514631670944527,6.521152973175049,2261000,0.0,0.0
2014-02-26 00:00:00+08:00,6.521152973175049,6.553758862422046,6.508110368714005,6.521152973175049,3331000,0.0,0.0
2014-02-27 00:00:00+08:00,6.521152967654956,6.58636474609375,6.521152967654956,6.58636474609375,2352000,0.0,0.0
2014-03-03 00:00:00+08:00,6.521153207633683,6.5863649884722735,6.521153207633683,6.5537590980529785,1699000,0.0,0.0
2014-03-04 00:00:00+08:00,6.521152973175049,6.553758862422046,6.521152973175049,6.521152973175049,2133000,0.0,0.0
2014-03-05 00:00:00+08:00,6.5537590980529785,6.5863649884722735,6.521153207633683,6.5537590980529785,2931000,0.0,0.0
2014-03-06 00:00:00+08:00,6.553758862422046,6.586364751669043,6.521152973175049,6.521152973175049,2948000,0.0,0.0
2014-03-07 00:00:00+08:00,6.521152973175049,6.586364751669043,6.521152973175049,6.521152973175049,2569000,0.0,0.0
2014-03-10 00:00:00+08:00,6.521152973175049,6.553758862422046,6.514631670944527,6.521152973175049,1980000,0.0,0.0
2014-03-11 00:00:00+08:00,6.586365345097723,6.716788291931152,6.586365345097723,6.716788291931152,13972000,0.0,0.0
2014-03-12 00:00:00+08:00,6.7167876810657265,6.7167876810657265,6.58636474609375,6.58636474609375,8100000,0.0,0.0
2014-03-13 00:00:00+08:00,6.586365124945261,6.651576285229428,6.521153342755448,6.6189703941345215,6848000,0.0,0.0
2014-03-14 00:00:00+08:00,6.586365124945261,6.6189703941345215,6.5537592338503545,6.6189703941345215,4954000,0.0,0.0
2014-03-17 00:00:00+08:00,6.618970013407536,6.618970013407536,6.553758856874353,6.58636474609375,4107000,0.0,0.0
2014-03-18 00:00:00+08:00,6.5863649884722735,6.651576147405231,6.521153207633683,6.5537590980529785,7064000,0.0,0.0
2014-03-19 00:00:00+08:00,6.5537590980529785,6.5863649884722735,6.521153207633683,6.5537590980529785,4957000,0.0,0.0
2014-03-20 00:00:00+08:00,6.521153605787331,6.553759498197402,6.449421140009712,6.508111000061035,4993000,0.0,0.0
2014-03-21 00:00:00+08:00,6.521152973175049,6.521152973175049,6.455941194681054,6.521152973175049,5264000,0.0,0.0
2014-03-24 00:00:00+08:00,6.488546685945756,6.514631271362305,6.455940798698678,6.514631271362305,2761000,0.0,0.0
2014-03-25 00:00:00+08:00,6.488547317214388,6.5863649884722735,6.488547317214388,6.5537590980529785,3428000,0.0,0.0
2014-03-26 00:00:00+08:00,6.5537592338503545,6.651576285229428,6.521153342755448,6.6189703941345215,4524000,0.0,0.0
2014-03-27 00:00:00+08:00,6.58636474609375,6.618970013407536,6.553758856874353,6.58636474609375,1878000,0.0,0.0
2014-03-28 00:00:00+08:00,6.5863649884722735,6.618970256985936,6.521153207633683,6.5537590980529785,2506000,0.0,0.0
2014-03-31 00:00:00+08:00,6.55376040384513,6.651577472686768,6.55376040384513,6.651577472686768,2575000,0.0,0.0
2014-04-01 00:00:00+08:00,6.618970013407536,6.651575902626933,6.58636474609375,6.58636474609375,2743000,0.0,0.0
2014-04-02 00:00:00+08:00,6.651576285229428,6.651576285229428,6.586365124945261,6.6189703941345215,1578000,0.0,0.0
2014-04-03 00:00:00+08:00,6.651576147405231,6.684182037824526,6.5537590980529785,6.5537590980529785,4304000,0.0,0.0
2014-04-07 00:00:00+08:00,6.553758856874353,6.618970013407536,6.553758856874353,6.58636474609375,1464000,0.0,0.0
2014-04-08 00:00:00+08:00,6.5537590980529785,6.618970256985936,6.5537590980529785,6.5537590980529785,1482000,0.0,0.0
2014-04-09 00:00:00+08:00,6.58636474609375,6.618970013407536,6.553758856874353,6.58636474609375,2305000,0.0,0.0
2014-04-10 00:00:00+08:00,6.61897157577097,6.716789266518364,6.55376040384513,6.651577472686768,6825000,0.0,0.0
2014-04-11 00:00:00+08:00,6.5863649884722735,6.618970256985936,6.5537590980529785,6.5537590980529785,4356000,0.0,0.0
2014-04-14 00:00:00+08:00,6.553758862422046,6.586364751669043,6.521152973175049,6.521152973175049,2011000,0.0,0.0
2014-04-15 00:00:00+08:00,6.521152973175049,6.586364751669043,6.521152973175049,6.521152973175049,2372000,0.0,0.0
2014-04-16 00:00:00+08:00,6.553758856874353,6.651575902626933,6.521152967654956,6.58636474609375,5681000,0.0,0.0
2014-04-17 00:00:00+08:00,6.618970013407536,6.651575902626933,6.553758856874353,6.58636474609375,2182000,0.0,0.0
2014-04-18 00:00:00+08:00,6.5537590980529785,6.618970256985936,6.521153207633683,6.5537590980529785,1828000,0.0,0.0
2014-04-21 00:00:00+08:00,6.5537590980529785,6.5863649884722735,6.521153207633683,6.5537590980529785,1440000,0.0,0.0
2014-04-22 00:00:00+08:00,6.5537590980529785,6.5863649884722735,6.521153207633683,6.5537590980529785,1840000,0.0,0.0
2014-04-23 00:00:00+08:00,6.553758862422046,6.61897001901043,6.521152973175049,6.521152973175049,2673000,0.0,0.0
2014-04-24 00:00:00+08:00,6.521152973175049,6.586364751669043,6.521152973175049,6.521152973175049,1373000,0.0,0.0
2014-04-25 00:00:00+08:00,6.553759544852626,6.553759544852626,6.332040221172563,6.3516035079956055,6155000,0.0,0.0
2014-04-28 00:00:00+08:00,6.312476470229667,6.371166948289298,6.208138118970603,6.338561058044434,2950000,0.0,0.0
2014-04-29 00:00:00+08:00,6.338561127286784,6.410293589084588,6.338561127286784,6.397251605987549,1959000,0.0,0.0
2014-04-30 00:00:00+08:00,6.390730311846389,6.397251614356258,6.332039833068848,6.332039833068848,2667000,0.0,0.0
2014-05-02 00:00:00+08:00,6.33203998880645,6.384209166357233,6.33203998880645,6.371167182922363,1655000,0.0,0.0
2014-05-05 00:00:00+08:00,6.371167182922363,6.403772452462364,6.3516032749115805,6.371167182922363,2369000,0.0,0.0
2014-05-06 00:00:00+08:00,6.3907300587267875,6.397251360978364,6.371166773877668,6.377687454223633,1219000,0.0,0.0
2014-05-07 00:00:00+08:00,6.390729504047626,6.390729504047626,6.351602315839793,6.3842082023620605,1593000,0.0,0.0
2014-05-08 00:00:00+08:00,6.384210031132673,6.423337230548575,6.371168045931196,6.390731334686279,1852000,0.0,0.0
2014-05-09 00:00:00+08:00,6.364645880252103,6.403772452462364,6.364645880252103,6.371167182922363,1775000,0.0,0.0
2014-05-12 00:00:00+08:00,6.39073037089138,6.429856942500813,6.38420906832126,6.403772354125977,1566000,0.0,0.0
2014-05-13 00:00:00+08:00,6.45594170882229,6.462463011572158,6.364645957946777,6.364645957946777,1918000,0.0,0.0
2014-05-14 00:00:00+08:00,6.371166948289298,6.384208931243866,6.312476470229667,6.338561058044434,2262000,0.0,0.0
2014-05-15 00:00:00+08:00,6.3255178716159355,6.521152573192834,6.3255178716159355,6.514631271362305,5398000,0.0,0.0
2014-05-16 00:00:00+08:00,6.508110296528051,6.514631598686241,6.429856536346591,6.462462425231934,3285000,0.0,0.0
2014-05-19 00:00:00+08:00,6.501589852504998,6.501589852504998,6.462462660039814,6.495068550109863,1628000,0.0,0.0
2014-05-20 00:00:00+08:00,6.488547011959088,6.495068314117277,6.462462425231934,6.462462425231934,1367000,0.0,0.0
2014-05-21 00:00:00+08:00,6.455941364895372,6.475505272102749,6.423336096694329,6.429856777191162,2062000,0.0,0.0
2014-05-22 00:00:00+08:00,6.455941200256348,6.468983804728654,6.442899217689653,6.455941200256348,961000,0.0,0.0
2014-05-23 00:00:00+08:00,6.455941123073744,6.475505029548312,6.449420442821158,6.462462425231934,1343000,0.0,0.0
2014-05-26 00:00:00+08:00,6.488546925392718,6.508110209700681,6.4689836410847565,6.482025623321533,1490000,0.0,0.0
2014-05-27 00:00:00+08:00,6.51463296156477,6.51463296156477,6.468985080718994,6.468985080718994,1045000,0.0,0.0
2014-05-28 00:00:00+08:00,6.468984039621075,6.50811061064748,6.468984039621075,6.488547325134277,1705000,0.0,0.0
2014-05-29 00:00:00+08:00,6.475505101372619,6.521152973175049,6.475505101372619,6.521152973175049,3275000,0.0,0.0
2014-05-30 00:00:00+08:00,6.586365106850917,6.91242277309293,6.553759215845587,6.749393939971924,23291000,0.0,0.0
2014-06-03 00:00:00+08:00,6.781999218296622,6.847211000395984,6.651576276003541,6.684182167053223,5563000,0.0,0.0
2014-06-04 00:00:00+08:00,6.716789266518364,6.782000438444204,6.651577472686768,6.651577472686768,5137000,0.0,0.0
2014-06-05 00:00:00+08:00,6.716789266518364,6.749395163434162,6.651577472686768,6.651577472686768,2738000,0.0,0.0
2014-06-06 00:00:00+08:00,6.651577472686768,6.749395163434162,6.651577472686768,6.651577472686768,2588000,0.0,0.0
2014-06-09 00:00:00+08:00,6.651576276003541,6.716788058102904,6.651576276003541,6.684182167053223,2167000,0.0,0.0
2014-06-10 00:00:00+08:00,6.716788058102904,6.749393949152585,6.651576276003541,6.684182167053223,2566000,0.0,0.0
2014-06-11 00:00:00+08:00,6.651577472686768,6.684183369602566,6.586366300760929,6.651577472686768,3586000,0.0,0.0
2014-06-12 00:00:00+08:00,6.651577472686768,6.684183369602566,6.586366300760929,6.651577472686768,2223000,0.0,0.0
2014-06-13 00:00:00+08:00,6.749393364487072,6.912422183707479,6.749393364487072,6.84721040725708,17350000,0.0,0.0
2014-06-16 00:00:00+08:00,6.945027925565086,6.977633816022867,6.879816766555158,6.9124226570129395,17464000,0.0,0.0
2014-06-17 00:00:00+08:00,6.9776340724275,6.9776340724275,6.814605236053467,6.814605236053467,4732000,0.0,0.0
2014-06-18 00:00:00+08:00,6.8472111277094045,6.879817019365342,6.781999344397528,6.814605236053467,4777000,0.0,0.0
2014-06-19 00:00:00+08:00,6.8472111277094045,6.879817019365342,6.781999344397528,6.814605236053467,2439000,0.0,0.0
2014-06-20 00:00:00+08:00,6.81460510007694,6.84721099108227,6.749393939971924,6.749393939971924,3117000,0.0,0.0
2014-06-23 00:00:00+08:00,6.78199920907161,6.81460510007694,6.716788048966594,6.749393939971924,2972000,0.0,0.0
2014-06-24 00:00:00+08:00,6.749393368001791,6.8146045225805585,6.7167874797596125,6.781998634338379,3136000,0.0,0.0
2014-06-25 00:00:00+08:00,6.78199920907161,6.78199920907161,6.716788048966594,6.749393939971924,2050000,0.0,0.0
2014-06-26 00:00:00+08:00,6.781999344397528,6.814605236053467,6.7167881829913085,6.814605236053467,3994000,0.0,0.0
2014-06-27 00:00:00+08:00,6.81460510007694,6.84721099108227,6.749393939971924,6.749393939971924,2335000,0.0,0.0
2014-06-30 00:00:00+08:00,6.749394420457346,6.977634429931641,6.749394420457346,6.977634429931641,15696000,0.0,0.0
2014-07-01 00:00:00+08:00,6.977633718217296,6.977633718217296,6.8798166701206895,6.945027828216553,5276000,0.0,0.0
2014-07-02 00:00:00+08:00,6.977633718217296,7.108056656314647,6.912422560121434,6.945027828216553,11768000,0.0,0.0
2014-07-03 00:00:00+08:00,6.912422657012939,6.945027925565086,6.879816766555158,6.9124226570129395,3628000,0.0,0.0
2014-07-04 00:00:00+08:00,6.912422657012939,6.977633816022867,6.847210876097377,6.9124226570129395,5183000,0.0,0.0
2014-07-07 00:00:00+08:00,6.912422560121434,6.977633718217296,6.847210780119946,6.945027828216553,3654000,0.0,0.0
2014-07-08 00:00:00+08:00,6.9450282936011,7.042845970158068,6.91242302332111,7.010240077972412,6730000,0.0,0.0
