,證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
655,2397,友通            ,"47,000","35,000","12,000",0,0,0,0,0,0,"-6,043",0,"6,000","-6,000",0,43,-43,"5,957"
656,1418,東華            ,"3,000","1,000","2,000",0,0,0,0,0,0,"3,284","3,284",0,"3,284",0,0,0,"5,284"
657,1475,業旺            ,"7,000","3,000","4,000",0,0,0,0,0,0,"1,085","1,085",0,"1,085",0,0,0,"5,085"
658,4148,全宇生技-KY     ,"8,000","3,000","5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000"
659,2911,麗嬰房          ,"5,000",0,"5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000"
660,2483,百容            ,"65,000","60,000","5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000"
661,6754,匯僑設計        ,"21,000","8,000","13,000",0,0,0,0,0,0,"-8,000","1,000","9,000","-8,000",0,0,0,"5,000"
662,6834,天二科技        ,"7,000",0,"7,000",0,0,0,0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"5,000"
663,6216,居易            ,"18,000","13,000","5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000"
664,6183,關貿            ,"6,000","1,000","5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000"
665,6108,競國            ,"5,000",0,"5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000"
666,6606,建德工業        ,"15,000","10,000","5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000"
667,1201,味全            ,"167,000","164,000","3,000",0,0,0,0,0,0,"1,742","3,000","1,258","1,742",0,0,0,"4,742"
668,6120,達運            ,"127,000","126,000","1,000",0,0,0,0,0,0,"3,672","5,000","1,328","3,672",0,0,0,"4,672"
669,00678,群益NBI生技     ,0,0,0,0,0,0,0,0,0,"4,032",0,0,0,"304,032","300,000","4,032","4,032"
670,2891C,中信金丙特      ,0,0,0,0,0,0,0,0,0,"4,000","9,000","5,000","4,000",0,0,0,"4,000"
671,2007,燁興            ,"61,000","59,000","2,000",0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"4,000"
672,5546,永固-KY         ,"6,000","3,000","3,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"4,000"
673,8411,福貞-KY         ,"5,000","1,000","4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,000"
674,8374,羅昇            ,"13,000","9,000","4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,000"
675,9918,欣天然          ,"5,000","1,000","4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,000"
676,8482,商億-KY         ,"5,000","1,000","4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,000"
677,1468,昶和            ,"4,000",0,"4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,000"
678,1714,和桐            ,"337,000","333,000","4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,000"
679,1626,艾美特-KY       ,"4,000","1,000","3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000"
680,2612,中航            ,"109,000","106,000","3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000"
681,2910,統領            ,"3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000"
682,3321,同泰            ,"3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000"
683,8467,波力-KY         ,"4,000","1,000","3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000"
684,9928,中視            ,0,0,0,0,0,0,0,0,0,"3,000","3,000",0,"3,000",0,0,0,"3,000"
685,6674,鋐寶科技        ,"3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000"
686,6598,ABC-KY          ,"7,000","4,000","3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000"
687,00735,國泰臺韓科技    ,"1,000",0,"1,000",0,0,0,0,0,0,"2,000",0,0,0,"103,000","101,000","2,000","3,000"
688,1315,達新            ,"4,000","1,000","3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000"
689,020012,富邦行動通訊N   ,0,0,0,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
690,1582,信錦            ,"21,000","19,000","2,000",0,0,0,0,0,0,985,"1,000",15,985,0,0,0,"2,985"
691,00771,元大US高息特別股,"2,000",0,"2,000",0,0,0,0,0,0,908,0,0,0,"1,000",92,908,"2,908"
692,00703,台新MSCI中國    ,0,0,0,0,0,0,0,0,0,"2,678",0,0,0,"100,678","98,000","2,678","2,678"
693,020000,富邦特選蘋果N   ,0,0,0,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
694,1413,宏洲            ,"2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
695,1531,高林股          ,"6,000","4,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
696,6449,鈺邦            ,"4,000","2,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
697,6201,亞弘電          ,"2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
698,6230,尼得科超眾      ,"18,000","10,000","8,000",0,0,0,0,0,0,"-6,000",0,"6,000","-6,000",0,0,0,"2,000"
699,5521,工信            ,"105,000","107,000","-2,000",0,0,0,0,0,0,"4,000","4,000",0,"4,000",0,0,0,"2,000"
700,4576,大銀微系統      ,"13,000","11,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
701,6671,三能-KY         ,"2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
702,6706,惠特            ,"80,000","76,000","4,000",0,0,0,0,0,0,"-2,000",0,0,0,0,"2,000","-2,000","2,000"
703,8443,阿瘦            ,"3,000","1,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
704,9931,欣高            ,"3,000","1,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
705,006204,永豐臺灣加權    ,"2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,"20,000","20,000",0,"2,000"
706,1539,巨庭            ,"23,000","21,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
707,1732,毛寶            ,"22,000","21,000","1,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"2,000"
708,1236,宏亞            ,"3,000","1,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
709,1452,宏益            ,"7,000","5,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
710,1409,新纖            ,"417,000","423,000","-6,000",0,0,0,0,0,0,"8,000","8,000",0,"8,000",0,0,0,"2,000"
711,2429,銘旺科          ,"3,000","2,000","1,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"2,000"
712,2414,精技            ,"3,000","2,000","1,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"2,000"
713,3229,晟鈦            ,"2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
714,3296,勝德            ,"51,000","49,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
715,3054,立萬利          ,"1,000",0,"1,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"2,000"
716,4526,東台            ,"13,000","11,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
717,2945,三商家購        ,"2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
718,2611,志信            ,"68,000","66,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
719,0053,元大電子        ,0,0,0,0,0,0,0,0,0,"1,579",0,0,0,"1,579",0,"1,579","1,579"
720,00711B,復華彭博新興債  ,"1,000","1,000",0,0,0,0,0,0,0,"1,287",0,0,0,"102,287","101,000","1,287","1,287"
721,6655,科定            ,"3,000","1,859","1,141",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,141"
722,1341,富林-KY         ,"1,000",0,"1,000",0,0,0,0,0,0,38,38,0,38,0,0,0,"1,038"
723,9929,秋雨            ,"1,000",0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000"
724,6807,峰源-KY         ,"2,000","2,000",0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000"
725,1446,宏和            ,"2,000","1,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000"
726,3057,喬鼎            ,"2,000",0,"2,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"1,000"
727,00663L,國泰臺灣加權正2 ,0,0,0,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
728,00660,元大歐洲50      ,0,0,0,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
729,020002,元富新中國N     ,0,0,0,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
730,8367,建新國際        ,"5,000","4,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000"
731,8466,美吉吉-KY       ,"1,000",0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000"
732,4807,日成-KY         ,"1,000",0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000"
733,6141,柏承            ,"2,000","1,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000"
734,6641,基士德-KY       ,"1,000",0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000"
735,2440,太空梭          ,"5,000","4,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000"
736,2939,凱羿-KY         ,"2,000","1,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000"
737,4440,宜新實業        ,"58,000","55,000","3,000",0,0,0,0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"1,000"
738,4583,台灣精銳        ,"4,000","3,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000"
739,1805,寶徠            ,"1,000",0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000"
740,1439,雋揚            ,"1,000","1,000",0,0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,000"
741,1456,怡華            ,"2,000",0,"2,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"1,000"
742,1474,弘裕            ,"78,000","70,000","8,000",0,0,0,0,0,0,"-7,000","1,000","8,000","-7,000",0,0,0,"1,000"
743,3550,聯穎            ,"4,000","3,000","1,000",0,0,0,0,0,0,-58,0,58,-58,0,0,0,942
744,6861,睿生光電        ,"1,000",0,"1,000",0,0,0,0,0,0,-177,0,0,0,"1,221","1,398",-177,823
745,2645,長榮航太        ,"412,500","265,000","147,500",0,0,0,0,0,0,"-147,000","31,000","178,000","-147,000",0,0,0,500
746,00865B,國泰US短期公債  ,0,"1,000","-1,000",0,0,0,0,0,0,"1,130",0,0,0,"131,130","130,000","1,130",130
747,00668K,國泰美國道瓊+U  ,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0
748,00636K,國泰中國A50+U   ,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0
749,00657K,國泰日經225+U   ,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0
750,00709,富邦歐洲        ,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,000","30,000",0,0
751,5538,東明-KY         ,"6,000","6,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,2459,敦吉            ,"2,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,1730,花仙子          ,"1,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,1725,元禎            ,"10,000","10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,1617,榮星            ,"7,000","6,000","1,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,0
756,1324,地球            ,"2,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,1108,幸福            ,"253,000","208,000","45,000",0,0,0,0,0,0,"-45,000",0,"45,000","-45,000",0,0,0,0
758,3528,安馳            ,"6,000","8,000","-2,000",0,0,0,0,0,0,"1,242","1,242",0,"1,242",0,0,0,-758
759,1470,大統新創        ,0,"1,000","-1,000",0,0,0,0,0,0,72,72,0,72,0,0,0,-928
760,02001R,富邦蘋果反一N   ,0,0,0,0,0,0,0,0,0,"-1,000",0,0,0,0,"1,000","-1,000","-1,000"
761,00684R,期元大美元指反1 ,0,0,0,0,0,0,0,0,0,"-1,000",0,0,0,0,"1,000","-1,000","-1,000"
762,00775B,新光投等債15+   ,"1,000",0,"1,000",0,0,0,0,0,0,"-2,000",0,0,0,"50,000","52,000","-2,000","-1,000"
763,4999,鑫禾            ,"3,000","4,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,000"
764,6442,光聖            ,"2,000","3,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,000"
765,6666,羅麗芬-KY       ,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,000"
766,9906,欣巴巴          ,"4,000","5,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,000"
767,4555,氣立            ,"3,000","10,000","-7,000",0,0,0,0,0,0,"6,000","6,000",0,"6,000",0,0,0,"-1,000"
768,4560,強信-KY         ,"18,000","19,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,000"
769,3167,大量            ,"1,000","2,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,000"
770,2496,卓越            ,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,000"
771,2904,匯僑            ,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,000"
772,1472,三洋實業        ,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,000"
773,1522A,堤維西甲特      ,0,0,0,0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-1,000"
774,1537,廣隆            ,"61,000","62,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,000"
775,1530,亞崴            ,"2,000","3,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,000"
776,1587,吉茂            ,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,000"
777,1541,錩泰            ,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,000"
778,3376,新日興          ,"51,000","45,128","5,872",0,0,0,0,0,0,"-7,000","1,000","21,000","-20,000","13,000",0,"13,000","-1,128"
779,8499,鼎炫-KY         ,"3,000","5,000","-2,000",0,0,0,0,0,0,552,"1,000",448,552,0,0,0,"-1,448"
780,1713,國化            ,"17,000","19,000","-2,000",0,0,0,0,0,0,221,221,0,221,0,0,0,"-1,779"
781,0057,富邦摩台        ,0,0,0,0,0,0,0,0,0,"-2,000",0,0,0,0,"2,000","-2,000","-2,000"
782,8201,無敵            ,"22,000","19,000","3,000",0,0,0,0,0,0,"-5,000",0,"5,000","-5,000",0,0,0,"-2,000"
783,6155,鈞寶            ,"20,000","22,000","-2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-2,000"
784,4956,光鋐            ,"20,000","22,000","-2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-2,000"
785,020018,統一價值成長30N ,0,0,0,0,0,0,0,0,0,"-2,000",0,0,0,0,"2,000","-2,000","-2,000"
786,00689R,國泰20年美債反1 ,"22,000",0,"22,000",0,0,0,0,0,0,"-24,000",0,0,0,0,"24,000","-24,000","-2,000"
787,4540,全球傳動        ,"13,000","14,000","-1,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-2,000"
788,6792,詠業            ,"3,000","6,000","-3,000",0,0,0,0,0,0,5,5,0,5,0,0,0,"-2,995"
789,6869,雲豹能源-創     ,"12,000","15,000","-3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-3,000"
790,6115,鎰勝            ,"27,000","20,000","7,000",0,0,0,0,"1,000","-1,000","-9,000","2,000","11,000","-9,000","5,000","5,000",0,"-3,000"
791,911868,同方友友-DR     ,0,"3,000","-3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-3,000"
792,1443,立益物流        ,"3,000","6,000","-3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-3,000"
793,2241,艾姆勒          ,"5,000","7,000","-2,000",0,0,0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-3,000"
794,2243,宏旭-KY         ,"3,000","6,000","-3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-3,000"
795,2891B,中信金乙特      ,0,0,0,0,0,0,0,0,0,"-3,000","13,000","16,000","-3,000",0,0,0,"-3,000"
796,2501,國建            ,"449,000","472,000","-23,000",0,0,0,0,0,0,"19,842","20,000",158,"19,842",0,0,0,"-3,158"
797,2478,大毅            ,"18,000","22,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,000"
798,2069,運錩            ,"9,000","14,000","-5,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-4,000"
799,1533,車王電          ,"74,000","78,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,000"
800,1438,三地開發        ,"2,000","10,000","-8,000",0,0,0,0,0,0,"4,000","4,000",0,"4,000",0,0,0,"-4,000"
801,1323,永裕            ,"1,000","5,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,000"
802,020036,元大金融配息N   ,0,0,0,0,0,0,0,0,0,"-4,000",0,0,0,"4,000","8,000","-4,000","-4,000"
803,6112,邁達特          ,"742,000","693,713","48,287",0,0,0,0,0,0,"-52,374",0,"7,000","-7,000","1,001","46,375","-45,374","-4,087"
804,00783,富邦中証500     ,0,0,0,0,0,0,0,0,0,"-4,457",0,0,0,"129,559","134,016","-4,457","-4,457"
805,3130,一零四          ,"2,000","6,999","-4,999",0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,999"
806,00851,台新全球AI      ,0,0,0,0,0,0,0,0,0,"-5,000",0,0,0,0,"5,000","-5,000","-5,000"
807,4766,南寶            ,"82,000","90,000","-8,000",0,0,0,0,0,0,"3,000","4,000","2,000","2,000","1,000",0,"1,000","-5,000"
808,1506,正道            ,"9,000","14,000","-5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-5,000"
809,1339,昭輝            ,"1,000","6,000","-5,000",0,0,0,0,0,0,-737,0,737,-737,0,0,0,"-5,737"
810,1338,廣華-KY         ,"18,000","26,000","-8,000",0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"-6,000"
811,1466,聚隆            ,0,0,0,0,0,0,0,0,0,"-6,000",0,"6,000","-6,000",0,0,0,"-6,000"
812,2008,高興昌          ,"31,000","3,000","28,000",0,0,0,0,0,0,"-34,000","1,000","35,000","-34,000",0,0,0,"-6,000"
813,2424,隴華            ,0,"4,000","-4,000",0,0,0,0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"-6,000"
814,00654R,富邦印度反1     ,0,0,0,0,0,0,0,0,0,"-6,000",0,0,0,0,"6,000","-6,000","-6,000"
815,01002T,土銀國泰R1      ,0,"6,000","-6,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-6,000"
816,4551,智伸科          ,"145,000","20,000","125,000",0,0,0,0,"131,000","-131,000",-323,"2,198",0,"2,198",0,"2,521","-2,521","-6,323"
817,2420,新巨            ,"17,000","15,000","2,000",0,0,0,0,0,0,"-8,354","2,000","10,354","-8,354",0,0,0,"-6,354"
818,3138,耀登            ,"9,000","16,025","-7,025",0,0,0,0,0,0,468,468,0,468,0,0,0,"-6,557"
819,4737,華廣            ,0,"7,000","-7,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-7,000"
820,4106,雃博            ,"51,000","42,000","9,000",0,0,0,0,0,0,"-16,000",0,"16,000","-16,000",0,0,0,"-7,000"
821,006207,復華滬深        ,0,"3,000","-3,000",0,0,0,0,0,0,"-4,567",0,0,0,"42,406","46,973","-4,567","-7,567"
822,1308,亞聚            ,"321,000","331,000","-10,000",0,0,0,0,0,0,"2,048","4,000","1,952","2,048",0,0,0,"-7,952"
823,4942,嘉彰            ,"7,000","15,000","-8,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-8,000"
824,6152,百一            ,"27,000","35,000","-8,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-8,000"
825,6592A,和潤企業甲特    ,0,0,0,0,0,0,0,0,0,"-8,000",0,"8,000","-8,000",0,0,0,"-8,000"
826,3052,夆典            ,"35,000","48,000","-13,000",0,0,0,0,0,0,"4,235","4,235",0,"4,235",0,0,0,"-8,765"
827,00770,國泰北美科技    ,"4,000","2,000","2,000",0,0,0,0,0,0,"-11,000",0,0,0,"4,000","15,000","-11,000","-9,000"
828,01003T,兆豐新光R1      ,0,"9,000","-9,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-9,000"
829,8438,昶昕            ,"2,000","14,000","-12,000",0,0,0,0,0,0,"3,000","3,000",0,"3,000",0,0,0,"-9,000"
830,912000,晨訊科-DR       ,0,"9,000","-9,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-9,000"
831,1540,喬福            ,0,"9,000","-9,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-9,000"
832,4439,冠星-KY         ,"2,000","1,000","1,000",0,0,0,0,0,0,"-10,000",0,"10,000","-10,000",0,0,0,"-9,000"
833,3447,展達            ,"13,000","22,000","-9,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-9,000"
834,00668,國泰美國道瓊    ,0,0,0,0,0,0,0,0,0,"-9,531",0,0,0,"66,567","76,098","-9,531","-9,531"
835,4562,穎漢            ,"3,000","15,000","-12,000",0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"-10,000"
836,2434,統懋            ,"36,000","47,000","-11,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-10,000"
837,1776,展宇            ,"25,000","8,000","17,000",0,0,0,0,0,0,"-27,000",0,"27,000","-27,000",0,0,0,"-10,000"
838,3504,揚明光          ,"112,000","119,000","-7,000",0,0,0,0,0,0,"-3,371","1,000",0,"1,000","3,000","7,371","-4,371","-10,371"
839,2516,新建            ,"29,000","39,400","-10,400",0,0,0,0,0,0,0,0,0,0,0,0,0,"-10,400"
840,2109,華豐            ,"16,000","28,000","-12,000",0,0,0,0,0,0,"1,080","1,080",0,"1,080",0,0,0,"-10,920"
841,2432,倚天酷碁-創     ,0,0,0,0,0,0,0,0,0,"-11,000",0,"2,000","-2,000",0,"9,000","-9,000","-11,000"
842,2464,盟立            ,"22,000","37,000","-15,000",0,0,0,0,0,0,"2,013","3,000",987,"2,013",0,0,0,"-12,987"
843,6117,迎廣            ,"6,000","17,000","-11,000",0,0,0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"-14,000"
844,6541,泰福-KY         ,"1,000","4,543","-3,543",0,0,0,0,0,0,"-11,000",0,"11,000","-11,000",0,0,0,"-14,543"
845,2616,山隆            ,"9,000","25,000","-16,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-16,000"
846,1309,台達化          ,"20,000","34,000","-14,000",0,0,0,0,0,0,"-2,000","1,000",0,"1,000",0,"3,000","-3,000","-16,000"
847,1310,台苯            ,"330,000","349,000","-19,000",0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"-17,000"
848,6715,嘉基            ,"15,000","32,000","-17,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-17,000"
849,6426,統新            ,"8,000","26,000","-18,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-18,000"
850,8463,潤泰材          ,"12,000","30,000","-18,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-18,000"
851,4545,銘鈺            ,"8,000","4,000","4,000",0,0,0,0,0,0,"-22,000",0,"22,000","-22,000",0,0,0,"-18,000"
852,1806,冠軍            ,"447,000","432,400","14,600",0,0,0,0,0,0,"-33,000",0,"33,000","-33,000",0,0,0,"-18,400"
853,5434,崇越            ,"264,000","239,776","24,224",0,0,0,0,"1,000","-1,000","-41,834","58,000","102,000","-44,000","2,166",0,"2,166","-18,610"
854,5471,松翰            ,"116,000","135,000","-19,000",0,0,0,0,0,0,387,"1,000",613,387,0,0,0,"-18,613"
855,6525,捷敏-KY         ,"29,000","47,000","-18,000",0,0,0,0,"1,000","-1,000",0,0,0,0,0,0,0,"-19,000"
856,2233,宇隆            ,"17,000","1,000","16,000",0,0,0,0,"35,000","-35,000",0,0,0,0,0,0,0,"-19,000"
857,4438,廣越            ,"45,000","39,000","6,000",0,0,0,0,"25,000","-25,000",0,0,0,0,0,0,0,"-19,000"
858,2250,IKKA-KY         ,"3,000","22,000","-19,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-19,000"
859,8429,金麗-KY         ,"11,000","28,000","-17,000",0,0,0,0,0,0,"-2,221","10,000","12,221","-2,221",0,0,0,"-19,221"
860,9930,中聯資源        ,"36,000","49,000","-13,000",0,0,0,0,0,0,"-7,000","3,000","10,000","-7,000",0,0,0,"-20,000"
861,2901,欣欣            ,"12,000","18,000","-6,000",0,0,0,0,0,0,"-15,000","2,000","17,000","-15,000",0,0,0,"-21,000"
862,6670,復盛應用        ,"118,000","328,000","-210,000",0,0,0,0,0,0,"188,137","214,000","25,863","188,137",0,0,0,"-21,863"
863,00693U,期街口S&P黃豆   ,0,"2,000","-2,000",0,0,0,0,0,0,"-20,000",0,0,0,0,"20,000","-20,000","-22,000"
864,3705,永信            ,"165,000","178,000","-13,000",0,0,0,0,0,0,"-9,046",0,"10,000","-10,000","1,000",46,954,"-22,046"
865,6830,汎銓            ,"111,000","216,000","-105,000",0,0,0,"10,000",0,"10,000","72,000","80,000","8,000","72,000",0,0,0,"-23,000"
866,6796,晉弘            ,"1,000","27,000","-26,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-26,000"
867,2028,威致            ,"39,000","66,000","-27,000",0,0,0,0,0,0,1,1,0,1,0,0,0,"-26,999"
868,1219,福壽            ,"170,000","198,000","-28,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"-27,000"
869,3051,力特            ,"37,000","66,000","-29,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-29,000"
870,9924,福興            ,"32,000","67,000","-35,000",0,0,0,0,0,0,"5,768",0,0,0,"6,000",232,"5,768","-29,232"
871,00647L,元大S&P500正2   ,0,"1,000","-1,000",0,0,0,0,0,0,"-28,732",0,0,0,"6,268","35,000","-28,732","-29,732"
872,5907,大洋-KY         ,"38,000","68,000","-30,000",0,0,0,0,0,0,52,52,0,52,0,0,0,"-29,948"
873,4552,力達-KY         ,"17,000","32,000","-15,000",0,0,0,0,0,0,"-15,000",0,"15,000","-15,000",0,0,0,"-30,000"
874,6451,訊芯-KY         ,"19,000","52,000","-33,000",0,0,0,0,0,0,"2,007","2,007",0,"2,007",0,0,0,"-30,993"
875,9911,櫻花            ,"35,000","63,000","-28,000",0,0,0,0,0,0,"-3,000","4,000","7,000","-3,000","4,000","4,000",0,"-31,000"
